Numero da Venda;Data da Venda;Data do Envio;ID Canal;ID Loja;ID Produto;ID Promocao;ID Cliente;Quantidade Vendida;Quantidade Devolvida
978124;31/12/2017;31/12/2017;0;267;1647;5;29568;13;0
978125;31/12/2017;31/12/2017;0;299;1085;5;8554;13;0
978126;31/12/2017;31/12/2017;0;298;651;5;13370;13;0
978127;31/12/2017;05/01/2018;5;301;1568;5;14457;13;0
978128;31/12/2017;06/01/2018;6;296;1088;5;18713;13;0
978129;31/12/2017;04/01/2018;4;258;389;5;21743;13;0
978130;31/12/2017;04/01/2018;4;259;1334;5;7442;13;0
978131;31/12/2017;31/12/2017;0;257;1381;5;22739;13;0
978132;31/12/2017;05/01/2018;5;307;1195;5;31306;13;0
978133;31/12/2017;06/01/2018;6;307;591;5;15276;13;0
978134;31/12/2017;02/01/2018;2;310;1474;5;32689;13;0
978135;31/12/2017;31/12/2017;0;310;737;5;32592;13;0
978136;31/12/2017;06/01/2018;6;310;1633;5;10021;13;0
978137;31/12/2017;04/01/2018;4;310;1225;5;13795;13;0
978138;31/12/2017;31/12/2017;0;310;698;5;17847;13;0
978139;31/12/2017;02/01/2018;2;199;1656;4;6878;13;0
978140;31/12/2017;31/12/2017;0;199;155;4;21143;13;0
978141;31/12/2017;31/12/2017;0;199;1624;4;29591;13;0
978142;31/12/2017;31/12/2017;0;199;1659;4;10440;13;0
978143;31/12/2017;31/12/2017;0;308;1529;4;23632;13;0
978144;31/12/2017;01/01/2018;1;308;1405;4;12263;13;0
978145;31/12/2017;31/12/2017;0;308;671;4;8878;13;0
978146;31/12/2017;04/01/2018;4;200;410;4;35024;13;0
978147;31/12/2017;07/01/2018;7;200;1622;4;8590;13;0
978148;31/12/2017;31/12/2017;0;272;897;5;10996;6;0
978149;31/12/2017;06/01/2018;6;300;922;5;19864;6;0
978150;31/12/2017;02/01/2018;2;292;1282;5;33921;6;0
978151;31/12/2017;01/01/2018;1;261;789;5;24581;6;0
978152;31/12/2017;06/01/2018;6;301;887;5;32573;6;0
978153;31/12/2017;31/12/2017;0;310;295;5;20378;6;0
978154;31/12/2017;02/01/2018;2;59;907;4;23826;6;0
978155;31/12/2017;06/01/2018;6;22;1106;4;8084;6;0
978156;31/12/2017;03/01/2018;3;141;171;4;3631;6;0
978157;31/12/2017;03/01/2018;3;75;1143;4;21844;6;0
978158;31/12/2017;09/01/2018;9;53;1110;4;3614;6;0
978159;31/12/2017;07/01/2018;7;87;95;4;28016;6;0
978160;31/12/2017;02/01/2018;2;34;609;4;9354;6;0
978161;31/12/2017;01/01/2018;1;103;186;4;4311;6;0
978162;31/12/2017;07/01/2018;7;132;806;4;13551;6;0
978163;31/12/2017;31/12/2017;0;46;473;4;26230;6;0
978164;31/12/2017;31/12/2017;0;118;401;4;22158;6;0
978165;31/12/2017;31/12/2017;0;75;573;4;32476;6;0
978166;31/12/2017;31/12/2017;0;143;974;4;18777;6;0
978167;31/12/2017;31/12/2017;0;78;941;4;24422;6;0
978168;31/12/2017;31/12/2017;0;81;1082;4;23463;6;0
978169;31/12/2017;05/01/2018;5;11;299;4;16238;6;0
978170;31/12/2017;07/01/2018;7;35;66;4;1087;6;0
978171;31/12/2017;31/12/2017;0;87;890;4;28744;6;0
978172;31/12/2017;31/12/2017;0;108;1243;4;5837;6;0
978173;31/12/2017;31/12/2017;0;180;275;4;14361;6;0
978174;31/12/2017;05/01/2018;5;284;327;4;10882;6;0
978175;31/12/2017;31/12/2017;0;152;512;4;19460;6;0
978176;31/12/2017;04/01/2018;4;200;550;4;14621;6;0
978177;31/12/2017;04/01/2018;4;308;1135;4;13505;6;0
978178;31/12/2017;31/12/2017;0;199;849;4;34491;6;0
978179;31/12/2017;31/12/2017;0;306;1488;10;29050;8;0
978180;31/12/2017;02/01/2018;2;306;304;10;14911;8;0
978181;31/12/2017;31/12/2017;0;305;602;10;10503;8;0
978182;31/12/2017;04/01/2018;4;247;290;10;12278;8;0
978183;31/12/2017;31/12/2017;0;212;701;10;24300;8;0
978184;31/12/2017;31/12/2017;0;204;1300;10;30081;8;0
978185;31/12/2017;06/01/2018;6;233;322;10;8223;8;0
978186;31/12/2017;04/01/2018;4;238;1220;10;12792;8;0
978187;31/12/2017;01/01/2018;1;215;277;10;29358;8;0
978188;31/12/2017;05/01/2018;5;263;1577;10;22119;8;0
978189;31/12/2017;01/01/2018;1;234;1503;10;24467;8;0
978190;31/12/2017;01/01/2018;1;247;1535;10;22029;8;0
978191;31/12/2017;31/12/2017;0;217;1125;10;8832;8;0
978192;31/12/2017;02/01/2018;2;224;305;10;30211;8;0
978193;31/12/2017;01/01/2018;1;214;1175;10;5956;8;0
978194;31/12/2017;08/01/2018;8;212;1132;10;38457;8;0
978195;31/12/2017;02/01/2018;2;209;810;10;16648;8;0
978196;31/12/2017;01/01/2018;1;208;724;10;15647;8;0
978197;31/12/2017;31/12/2017;0;303;1606;10;12922;8;0
978198;31/12/2017;31/12/2017;0;235;681;10;11334;8;0
978199;31/12/2017;03/01/2018;3;245;1229;10;13196;8;0
978200;31/12/2017;31/12/2017;0;263;578;10;19632;8;0
978201;31/12/2017;31/12/2017;0;309;1515;10;29121;8;0
978202;31/12/2017;06/01/2018;6;245;66;10;18387;4;0
978203;31/12/2017;02/01/2018;2;225;119;10;9820;4;0
978204;31/12/2017;31/12/2017;0;204;1308;10;6424;4;0
978205;31/12/2017;31/12/2017;0;236;526;10;24875;4;0
978206;31/12/2017;05/01/2018;5;207;120;10;27852;4;0
978207;31/12/2017;04/01/2018;4;220;899;10;27525;4;0
978208;31/12/2017;31/12/2017;0;208;1123;10;15971;4;0
978209;31/12/2017;31/12/2017;0;207;1066;10;11900;4;0
978210;31/12/2017;31/12/2017;0;240;72;10;15144;4;0
978211;31/12/2017;01/01/2018;1;207;534;10;19410;4;0
978212;31/12/2017;03/01/2018;3;306;1014;10;14187;4;0
978213;31/12/2017;09/01/2018;9;309;1189;10;29021;4;0
978214;31/12/2017;04/01/2018;4;309;789;10;16442;4;0
978215;31/12/2017;05/01/2018;5;309;121;10;29014;4;0
978216;31/12/2017;31/12/2017;0;200;264;4;15538;39;0
978217;31/12/2017;31/12/2017;0;200;1610;4;26296;52;0
978218;31/12/2017;01/01/2018;1;306;2492;10;18224;80;0
978219;31/12/2017;31/12/2017;0;308;314;4;4804;39;0
978220;31/12/2017;03/01/2018;3;123;2491;4;29085;120;0
978221;31/12/2017;01/01/2018;1;305;2488;10;20919;80;0
978222;31/12/2017;02/01/2018;2;306;1379;10;32387;16;0
978223;31/12/2017;07/01/2018;7;309;1358;10;32443;16;0
978224;31/12/2017;31/12/2017;0;108;1365;4;30272;26;0
978225;31/12/2017;07/01/2018;7;308;1535;4;26664;26;0
978226;31/12/2017;04/01/2018;4;199;399;4;29718;26;0
978227;31/12/2017;04/01/2018;4;200;728;4;6462;26;0
978228;31/12/2017;31/12/2017;0;200;720;4;23242;26;0
978229;31/12/2017;31/12/2017;0;310;298;5;12110;26;0
978230;31/12/2017;05/01/2018;5;306;662;10;9148;24;0
978231;31/12/2017;31/12/2017;0;309;437;10;32699;24;0
978232;31/12/2017;08/01/2018;8;310;1111;5;12520;18;0
978233;31/12/2017;02/01/2018;2;196;418;4;28123;18;0
978234;31/12/2017;31/12/2017;0;199;989;4;34143;12;0
978235;31/12/2017;31/12/2017;0;75;259;4;5963;13;0
978236;31/12/2017;31/12/2017;0;112;1607;4;31126;13;0
978237;31/12/2017;31/12/2017;0;78;203;4;1968;13;0
978238;31/12/2017;04/01/2018;4;48;241;4;10139;13;0
978239;31/12/2017;31/12/2017;0;125;153;4;15686;13;0
978240;31/12/2017;31/12/2017;0;163;1412;4;30373;13;0
978241;31/12/2017;01/01/2018;1;152;1357;4;9898;13;0
978242;31/12/2017;01/01/2018;1;196;1464;4;3476;13;0
978243;31/12/2017;07/01/2018;7;43;254;4;31264;13;0
978244;31/12/2017;09/01/2018;9;254;404;5;3341;13;0
978245;31/12/2017;01/01/2018;1;200;1321;4;15719;13;0
978246;31/12/2017;31/12/2017;0;67;802;4;9668;6;0
978247;31/12/2017;01/01/2018;1;175;13;4;10762;6;0
978248;31/12/2017;31/12/2017;0;15;173;4;19219;6;0
978249;31/12/2017;03/01/2018;3;196;1311;4;30257;6;0
978250;31/12/2017;31/12/2017;0;126;848;4;34370;6;0
978251;31/12/2017;01/01/2018;1;92;1139;4;2052;6;0
978252;31/12/2017;06/01/2018;6;36;872;4;7630;6;0
978253;31/12/2017;31/12/2017;0;101;932;4;27287;6;0
978254;31/12/2017;01/01/2018;1;138;1576;4;9686;6;0
978255;31/12/2017;31/12/2017;0;295;316;5;36086;6;0
978256;31/12/2017;07/01/2018;7;308;889;4;10989;6;0
978257;31/12/2017;07/01/2018;7;306;555;10;26870;8;0
978258;31/12/2017;02/01/2018;2;306;1053;10;6684;8;0
978259;31/12/2017;31/12/2017;0;243;614;10;30600;8;0
978260;31/12/2017;08/01/2018;8;263;1163;10;5263;8;0
978261;31/12/2017;31/12/2017;0;205;1372;10;8114;8;0
978262;31/12/2017;08/01/2018;8;239;1307;10;22162;8;0
978263;31/12/2017;31/12/2017;0;211;241;10;10677;8;0
978264;31/12/2017;31/12/2017;0;237;989;10;16828;4;0
978265;31/12/2017;31/12/2017;0;263;1270;10;11008;4;0
978266;31/12/2017;31/12/2017;0;234;1254;10;33215;4;0
978267;31/12/2017;01/01/2018;1;147;2509;4;11220;120;0
978268;31/12/2017;01/01/2018;1;307;2488;5;31965;120;0
978269;31/12/2017;31/12/2017;0;166;1357;4;33640;13;1
978270;31/12/2017;31/12/2017;0;32;1342;4;10641;13;1
978271;31/12/2017;06/01/2018;6;98;1605;4;23052;13;1
978272;31/12/2017;31/12/2017;0;61;1514;4;23727;13;1
978273;31/12/2017;04/01/2018;4;11;1207;4;18036;13;1
978274;31/12/2017;01/01/2018;1;23;1478;4;8068;13;1
978275;31/12/2017;31/12/2017;0;253;556;5;38561;13;1
978276;31/12/2017;06/01/2018;6;308;136;4;14318;13;1
978277;31/12/2017;03/01/2018;3;308;1487;4;27896;13;1
978278;31/12/2017;31/12/2017;0;30;332;4;12097;6;1
978279;31/12/2017;02/01/2018;2;276;253;5;15036;6;1
978280;31/12/2017;31/12/2017;0;294;328;5;22484;6;1
978281;31/12/2017;08/01/2018;8;309;1419;10;24933;8;1
978282;31/12/2017;07/01/2018;7;230;37;10;21578;8;1
978283;31/12/2017;31/12/2017;0;206;1507;10;21428;8;1
978284;31/12/2017;31/12/2017;0;219;1369;10;22165;8;1
978285;31/12/2017;31/12/2017;0;206;781;10;27563;8;1
978286;31/12/2017;04/01/2018;4;306;244;10;29078;8;1
978287;31/12/2017;01/01/2018;1;306;504;10;28600;8;1
978288;31/12/2017;31/12/2017;0;220;449;10;15011;24;1
978289;31/12/2017;06/01/2018;6;309;980;10;14581;16;1
978290;31/12/2017;03/01/2018;3;252;261;5;18732;26;2
978291;31/12/2017;04/01/2018;4;230;1361;10;38832;16;2
978292;31/12/2017;08/01/2018;8;310;501;5;16561;12;2
978293;31/12/2017;04/01/2018;4;306;603;10;24597;8;1
978294;31/12/2017;07/01/2018;7;306;1210;10;7704;8;1
978295;31/12/2017;06/01/2018;6;306;1088;10;8044;8;1
978296;31/12/2017;02/01/2018;2;309;1006;10;21926;8;1
978297;31/12/2017;31/12/2017;0;203;1051;10;23111;8;1
978298;31/12/2017;01/01/2018;1;225;1187;10;15919;8;1
978299;31/12/2017;31/12/2017;0;200;1228;4;18004;39;1
978300;31/12/2017;31/12/2017;0;276;2507;5;16710;120;1
978301;31/12/2017;31/12/2017;0;307;342;5;23072;26;1
978302;31/12/2017;31/12/2017;0;306;118;10;36248;4;1
978303;31/12/2017;02/01/2018;2;165;446;4;24543;18;1
978304;31/12/2017;31/12/2017;0;32;1236;4;28839;6;1
978305;31/12/2017;02/01/2018;2;92;1284;4;23563;6;1
978306;31/12/2017;04/01/2018;4;307;1246;5;34136;6;1
978307;31/12/2017;02/01/2018;2;308;790;4;27106;6;1
978308;31/12/2017;03/01/2018;3;62;1267;4;10819;6;1
978309;31/12/2017;31/12/2017;0;19;296;4;23235;6;1
978310;31/12/2017;31/12/2017;0;159;586;4;34909;6;1
978311;31/12/2017;02/01/2018;2;278;523;5;20142;6;1
978312;31/12/2017;31/12/2017;0;307;395;5;16415;6;1
978313;31/12/2017;01/01/2018;1;247;1015;10;20242;16;1
978314;31/12/2017;01/01/2018;1;309;1549;10;32836;16;1
978315;31/12/2017;31/12/2017;0;306;592;10;22450;16;1
978316;31/12/2017;31/12/2017;0;200;1202;4;16080;26;1
978317;31/12/2017;01/01/2018;1;308;737;4;29210;26;1
978318;31/12/2017;31/12/2017;0;308;298;4;18009;26;1
978319;31/12/2017;31/12/2017;0;306;919;10;3256;4;1
978320;31/12/2017;31/12/2017;0;219;1603;10;16093;4;1
978321;31/12/2017;09/01/2018;9;308;523;4;37904;18;1
978322;31/12/2017;31/12/2017;0;306;301;10;14120;8;1
978323;31/12/2017;31/12/2017;0;306;1655;10;10395;8;1
978324;31/12/2017;08/01/2018;8;309;309;10;24925;8;1
978325;31/12/2017;31/12/2017;0;176;525;4;13152;6;1
978326;31/12/2017;31/12/2017;0;30;213;4;8863;6;1
978327;31/12/2017;31/12/2017;0;165;312;4;20675;6;1
978328;31/12/2017;09/01/2018;9;33;608;4;14920;6;1
978329;31/12/2017;07/01/2018;7;97;986;4;28380;6;1
978330;31/12/2017;31/12/2017;0;255;644;5;23693;6;1
978331;31/12/2017;31/12/2017;0;294;550;5;3997;6;1
978332;31/12/2017;03/01/2018;3;8;2511;4;12194;120;1
978333;31/12/2017;05/01/2018;5;200;670;4;12569;39;1
978334;31/12/2017;31/12/2017;0;309;1584;10;15386;4;1
978335;31/12/2017;31/12/2017;0;306;1483;10;28975;8;1
978336;31/12/2017;07/01/2018;7;306;1657;10;14827;8;1
978337;31/12/2017;01/01/2018;1;222;243;10;21062;8;1
978338;31/12/2017;01/01/2018;1;226;981;10;17401;8;1
978339;31/12/2017;31/12/2017;0;246;394;10;23956;8;1
978340;31/12/2017;02/01/2018;2;240;1487;10;21965;8;1
978341;31/12/2017;06/01/2018;6;309;1049;10;25577;8;1
978342;31/12/2017;05/01/2018;5;176;751;4;22428;6;1
978343;31/12/2017;31/12/2017;0;110;483;4;32381;6;1
978344;31/12/2017;04/01/2018;4;8;77;4;15383;6;1
978345;31/12/2017;31/12/2017;0;254;131;5;25803;6;1
978346;31/12/2017;31/12/2017;0;254;12;5;30697;6;1
978347;31/12/2017;31/12/2017;0;219;1579;10;16411;8;1
978348;31/12/2017;01/01/2018;1;206;1549;10;19688;8;1
978349;31/12/2017;31/12/2017;0;240;1301;10;4802;8;1
978350;31/12/2017;31/12/2017;0;247;1042;10;17622;8;1
978351;31/12/2017;01/01/2018;1;219;1522;10;11842;8;1
978352;31/12/2017;06/01/2018;6;230;1521;10;13157;8;1
978353;31/12/2017;08/01/2018;8;309;972;10;24255;8;1
978354;31/12/2017;01/01/2018;1;309;578;10;30365;8;1
978355;31/12/2017;09/01/2018;9;219;288;10;19797;4;1
978356;31/12/2017;04/01/2018;4;220;938;10;11972;4;1
978357;31/12/2017;01/01/2018;1;206;2506;10;8835;80;1
978358;31/12/2017;05/01/2018;5;200;627;4;20577;26;1
978359;31/12/2017;31/12/2017;0;199;1211;4;11102;26;1
978360;31/12/2017;03/01/2018;3;306;1091;10;33981;24;1
978361;31/12/2017;31/12/2017;0;306;1580;10;26113;16;1
978362;31/12/2017;31/12/2017;0;306;262;10;27842;8;1
978363;31/12/2017;02/01/2018;2;307;1042;5;32796;26;1
978364;31/12/2017;31/12/2017;0;167;239;4;26561;26;1
978365;31/12/2017;31/12/2017;0;309;596;10;27015;8;1
978366;31/12/2017;31/12/2017;0;309;336;10;14566;24;1
978367;31/12/2017;02/01/2018;2;309;1059;10;20425;24;1
978368;31/12/2017;01/01/2018;1;309;1592;10;22943;16;1
978369;31/12/2017;31/12/2017;0;309;283;10;17842;16;1
978370;31/12/2017;31/12/2017;0;307;1381;5;32974;13;1
978371;31/12/2017;31/12/2017;0;307;496;5;16279;13;1
978372;31/12/2017;07/01/2018;7;307;696;5;537;13;1
978373;31/12/2017;02/01/2018;2;199;552;4;27148;13;1
978374;31/12/2017;31/12/2017;0;199;202;4;21447;13;1
978375;31/12/2017;31/12/2017;0;308;1226;4;8836;13;1
978376;31/12/2017;31/12/2017;0;200;258;4;23557;13;1
978377;31/12/2017;06/01/2018;6;255;1532;5;13949;13;1
978378;31/12/2017;31/12/2017;0;261;1107;5;15163;13;1
978379;31/12/2017;01/01/2018;1;268;1564;5;16319;13;1
978380;31/12/2017;05/01/2018;5;293;1332;5;15757;13;1
978381;31/12/2017;02/01/2018;2;294;1175;5;27763;13;1
978382;31/12/2017;31/12/2017;0;255;716;5;17655;13;1
978383;31/12/2017;03/01/2018;3;30;1463;4;24710;13;1
978384;31/12/2017;04/01/2018;4;98;1141;4;18308;13;1
978385;31/12/2017;02/01/2018;2;69;937;4;3742;13;1
978386;31/12/2017;31/12/2017;0;19;270;4;19923;13;1
978387;31/12/2017;05/01/2018;5;289;1059;4;4874;13;1
978388;31/12/2017;08/01/2018;8;110;224;4;37150;13;1
978389;31/12/2017;03/01/2018;3;15;1052;4;4835;13;1
978390;31/12/2017;31/12/2017;0;167;293;4;32751;13;1
978391;31/12/2017;31/12/2017;0;92;710;4;22712;13;1
978392;31/12/2017;31/12/2017;0;76;1163;4;34518;13;1
978393;31/12/2017;01/01/2018;1;284;646;4;29382;13;1
978394;31/12/2017;04/01/2018;4;283;1206;4;33043;13;1
978395;31/12/2017;31/12/2017;0;92;540;4;13189;13;1
978396;31/12/2017;04/01/2018;4;175;1108;4;29413;13;1
978397;31/12/2017;04/01/2018;4;166;1234;4;15165;13;1
978398;31/12/2017;02/01/2018;2;124;337;4;21521;13;1
978399;31/12/2017;31/12/2017;0;159;577;4;35033;13;1
978400;31/12/2017;31/12/2017;0;11;690;4;26705;13;1
978401;31/12/2017;31/12/2017;0;87;283;4;22402;13;1
978402;31/12/2017;04/01/2018;4;98;1041;4;28568;13;1
978403;31/12/2017;31/12/2017;0;11;746;4;15493;13;1
978404;31/12/2017;02/01/2018;2;283;1409;4;20541;13;1
978405;31/12/2017;07/01/2018;7;97;1650;4;26609;13;1
978406;31/12/2017;06/01/2018;6;104;510;4;14784;13;1
978407;31/12/2017;31/12/2017;0;33;555;4;10031;13;1
978408;31/12/2017;01/01/2018;1;132;1039;4;18419;13;1
978409;31/12/2017;31/12/2017;0;52;281;4;2679;13;1
978410;31/12/2017;31/12/2017;0;176;1320;4;26779;13;1
978411;31/12/2017;07/01/2018;7;11;995;4;8999;13;1
978412;31/12/2017;07/01/2018;7;139;1532;4;5139;13;1
978413;31/12/2017;31/12/2017;0;289;1180;4;22814;13;1
978414;31/12/2017;02/01/2018;2;200;71;4;7769;12;1
978415;31/12/2017;05/01/2018;5;200;511;4;29916;12;1
978416;31/12/2017;03/01/2018;3;200;1;4;10750;12;1
978417;31/12/2017;04/01/2018;4;200;766;4;18918;12;1
978418;31/12/2017;03/01/2018;3;199;1490;4;21668;12;1
978419;31/12/2017;02/01/2018;2;199;887;4;22655;12;1
978420;31/12/2017;05/01/2018;5;307;706;5;27599;12;1
978421;31/12/2017;31/12/2017;0;307;1268;5;20841;12;1
978422;31/12/2017;31/12/2017;0;310;117;5;34597;12;1
978423;31/12/2017;31/12/2017;0;244;457;10;8899;12;0
978424;31/12/2017;01/01/2018;1;8;1273;4;26697;12;0
978425;31/12/2017;31/12/2017;0;242;435;10;847;12;0
978426;31/12/2017;09/01/2018;9;163;843;4;10701;12;0
978427;31/12/2017;31/12/2017;0;224;424;10;10819;12;0
978428;31/12/2017;31/12/2017;0;44;1270;4;26285;12;0
978429;31/12/2017;31/12/2017;0;46;889;4;25409;12;0
978430;31/12/2017;02/01/2018;2;72;1250;4;20959;12;0
978431;31/12/2017;31/12/2017;0;199;1349;4;8380;12;0
978432;31/12/2017;31/12/2017;0;199;488;4;25556;12;0
978433;31/12/2017;01/01/2018;1;199;525;4;31517;12;0
978434;31/12/2017;31/12/2017;0;199;486;4;19185;12;0
978435;31/12/2017;31/12/2017;0;199;806;4;16697;12;0
978436;31/12/2017;01/01/2018;1;200;794;4;27409;12;0
978437;31/12/2017;04/01/2018;4;200;1127;4;20287;12;0
978438;31/12/2017;31/12/2017;0;200;796;4;27952;12;0
978439;31/12/2017;31/12/2017;0;200;761;4;30460;12;0
978440;31/12/2017;31/12/2017;0;200;872;4;13564;12;0
978441;31/12/2017;06/01/2018;6;200;748;4;14644;12;0
978442;31/12/2017;03/01/2018;3;200;632;4;10161;12;0
978443;31/12/2017;31/12/2017;0;308;1317;4;4609;12;0
978444;31/12/2017;05/01/2018;5;308;899;4;12812;12;0
978445;31/12/2017;08/01/2018;8;308;1440;4;17772;12;0
978446;31/12/2017;01/01/2018;1;308;809;4;11826;12;0
978447;31/12/2017;05/01/2018;5;308;752;4;18862;12;0
978448;31/12/2017;31/12/2017;0;307;1269;5;22450;12;0
978449;31/12/2017;07/01/2018;7;306;846;10;5684;12;0
978450;31/12/2017;31/12/2017;0;306;448;10;3993;12;0
978451;31/12/2017;31/12/2017;0;310;1653;5;17541;12;0
978452;31/12/2017;03/01/2018;3;310;817;5;22263;12;0
978453;31/12/2017;03/01/2018;3;137;345;4;21051;13;0
978454;31/12/2017;05/01/2018;5;36;541;4;33281;13;0
978455;31/12/2017;31/12/2017;0;41;541;4;8761;13;0
978456;31/12/2017;05/01/2018;5;181;601;4;29225;13;0
978457;31/12/2017;03/01/2018;3;3;1358;4;14338;13;0
978458;31/12/2017;31/12/2017;0;10;697;4;36220;13;0
978459;31/12/2017;04/01/2018;4;158;1235;4;37634;13;0
978460;31/12/2017;31/12/2017;0;173;1585;4;6571;13;0
978461;31/12/2017;07/01/2018;7;103;1385;4;30044;13;0
978462;31/12/2017;31/12/2017;0;194;365;4;33562;13;0
978463;31/12/2017;04/01/2018;4;160;1180;4;10576;13;0
978464;31/12/2017;04/01/2018;4;142;1323;4;26390;13;0
978465;31/12/2017;31/12/2017;0;2;1303;4;14909;13;0
978466;31/12/2017;04/01/2018;4;62;669;4;16391;13;0
978467;31/12/2017;07/01/2018;7;180;1300;4;23318;13;0
978468;31/12/2017;31/12/2017;0;19;1303;4;3646;13;0
978469;31/12/2017;31/12/2017;0;93;651;4;7125;13;0
978470;31/12/2017;02/01/2018;2;32;256;4;30670;13;0
978471;31/12/2017;01/01/2018;1;191;1504;4;10332;13;0
978472;31/12/2017;31/12/2017;0;179;1638;4;8588;13;0
978473;31/12/2017;02/01/2018;2;10;1364;4;36032;13;0
978474;31/12/2017;03/01/2018;3;86;1077;4;21252;13;0
978475;31/12/2017;03/01/2018;3;29;543;4;26965;13;0
978476;31/12/2017;31/12/2017;0;164;1197;4;7585;13;0
978477;31/12/2017;31/12/2017;0;115;1008;4;13178;13;0
978478;31/12/2017;04/01/2018;4;188;1435;4;9339;13;0
978479;31/12/2017;31/12/2017;0;32;1207;4;25180;13;0
978480;31/12/2017;31/12/2017;0;3;156;4;21884;13;0
978481;31/12/2017;05/01/2018;5;11;1392;4;33358;13;0
978482;31/12/2017;07/01/2018;7;103;948;4;25186;13;0
978483;31/12/2017;31/12/2017;0;284;1626;4;21276;13;0
978484;31/12/2017;03/01/2018;3;34;1158;4;15827;13;0
978485;31/12/2017;31/12/2017;0;59;1614;4;21587;13;0
978486;31/12/2017;10/01/2018;10;196;953;4;24066;13;0
978487;31/12/2017;05/01/2018;5;143;670;4;31498;13;0
978488;31/12/2017;31/12/2017;0;21;206;4;20513;13;0
978489;31/12/2017;04/01/2018;4;97;1376;4;21081;13;0
978490;31/12/2017;03/01/2018;3;98;1355;4;38703;13;0
978491;31/12/2017;31/12/2017;0;101;1654;4;33824;13;0
978492;31/12/2017;31/12/2017;0;111;1045;4;27104;13;0
978493;31/12/2017;01/01/2018;1;153;1156;4;15174;13;0
978494;31/12/2017;31/12/2017;0;72;1158;4;15101;13;0
978495;31/12/2017;31/12/2017;0;155;1578;4;12796;13;0
978496;31/12/2017;03/01/2018;3;160;823;4;13784;13;0
978497;31/12/2017;06/01/2018;6;127;1100;4;11806;13;0
978498;31/12/2017;03/01/2018;3;36;1202;4;26417;13;0
978499;31/12/2017;05/01/2018;5;36;1192;4;15198;13;0
978500;31/12/2017;02/01/2018;2;43;793;4;5580;13;0
978501;31/12/2017;31/12/2017;0;110;956;4;30246;13;0
978502;31/12/2017;07/01/2018;7;44;1530;4;26457;13;0
978503;31/12/2017;05/01/2018;5;104;643;4;9532;13;0
978504;31/12/2017;03/01/2018;3;86;1109;4;23995;13;0
978505;31/12/2017;02/01/2018;2;33;1493;4;25634;13;0
978506;31/12/2017;05/01/2018;5;286;1063;4;29998;13;0
978507;31/12/2017;05/01/2018;5;126;384;4;35386;13;0
978508;31/12/2017;04/01/2018;4;95;234;4;37382;13;0
978509;31/12/2017;06/01/2018;6;171;636;4;11784;13;0
978510;31/12/2017;31/12/2017;0;72;614;4;35925;13;0
978511;31/12/2017;01/01/2018;1;111;556;4;9035;13;0
978512;31/12/2017;03/01/2018;3;104;544;4;12196;13;0
978513;31/12/2017;08/01/2018;8;132;369;4;14179;13;0
978514;31/12/2017;02/01/2018;2;47;577;4;25948;13;0
978515;31/12/2017;31/12/2017;0;79;1499;4;5682;13;0
978516;31/12/2017;05/01/2018;5;44;136;4;23290;13;0
978517;31/12/2017;02/01/2018;2;71;504;4;30033;13;0
978518;31/12/2017;31/12/2017;0;45;1356;4;16700;13;0
978519;31/12/2017;31/12/2017;0;286;1022;4;16723;13;0
978520;31/12/2017;02/01/2018;2;22;1011;4;9181;13;0
978521;31/12/2017;31/12/2017;0;82;1327;4;25689;13;0
978522;31/12/2017;31/12/2017;0;182;1381;4;12291;13;0
978523;31/12/2017;31/12/2017;0;161;1001;4;18242;13;0
978524;31/12/2017;01/01/2018;1;53;1438;4;6788;13;0
978525;31/12/2017;31/12/2017;0;283;1176;4;21465;13;0
978526;31/12/2017;05/01/2018;5;53;1488;4;26812;13;0
978527;31/12/2017;02/01/2018;2;26;731;4;18857;13;0
978528;31/12/2017;31/12/2017;0;148;1542;4;27593;13;0
978529;31/12/2017;01/01/2018;1;79;1475;4;8022;13;0
978530;31/12/2017;31/12/2017;0;163;591;4;7709;13;0
978531;31/12/2017;31/12/2017;0;101;672;4;34626;13;0
978532;31/12/2017;01/01/2018;1;123;261;4;30094;13;0
978533;31/12/2017;01/01/2018;1;100;1057;4;7981;13;0
978534;31/12/2017;31/12/2017;0;127;638;4;34007;13;0
978535;31/12/2017;04/01/2018;4;143;651;4;19143;13;0
978536;31/12/2017;07/01/2018;7;71;1439;4;23963;13;0
978537;31/12/2017;31/12/2017;0;81;1177;4;19691;13;0
978538;31/12/2017;04/01/2018;4;78;566;4;21102;13;0
978539;31/12/2017;31/12/2017;0;158;245;4;29049;13;0
978540;31/12/2017;01/01/2018;1;167;1343;4;11034;13;0
978541;31/12/2017;31/12/2017;0;197;1321;4;7482;13;0
978542;31/12/2017;31/12/2017;0;141;1609;4;29158;13;0
978543;31/12/2017;01/01/2018;1;75;1418;4;28013;13;0
978544;31/12/2017;02/01/2018;2;194;410;4;12037;13;0
978545;31/12/2017;31/12/2017;0;46;671;4;33705;13;0
978546;31/12/2017;01/01/2018;1;161;326;4;28849;13;0
978547;31/12/2017;04/01/2018;4;118;954;4;36766;13;0
978548;31/12/2017;31/12/2017;0;192;1537;4;12707;13;0
978549;31/12/2017;31/12/2017;0;138;1194;4;8623;13;0
978550;31/12/2017;31/12/2017;0;116;321;4;28372;13;0
978551;31/12/2017;31/12/2017;0;116;1378;4;24048;13;0
